CPU Usage (%),Memory Usage (%),Clock Speed (GHz),Ambient Temperature (°C),Voltage (V),Current Load (A),Cache Miss Rate (%),Power Consumption (W),CPU Temperature (°C)
43.708610696262625,49.52266402080816,2.6209224554000956,24.993404874581067,1.264999155494985,3.662675106966139,6.417631226884522,103.12711571844643,66.91860386350314
95.56428757689245,55.507674453126604,2.49873628869421,29.934935450251885,0.9922559977993558,3.093567132584361,4.646995289988512,34.6684161315717,79.49393981661564
75.87945476302646,84.09105449016353,2.02846173750858,26.253335613126662,1.073319847184943,12.875455113385954,9.648535396153013,103.47124090520815,85.22419171976817
63.8792635777333,45.500328954491906,3.3218000103044636,16.66605166223593,1.231640318428909,19.390093804869586,2.2678866647439584,40.76023281169395,67.00828943482239
24.041677639819287,85.22372636091285,2.9298724815258868,18.71160473567111,1.14104467226224,11.048983561185032,5.919778518389513,115.24130862224968,62.954198100613986
24.03950683025824,26.610082323251863,4.09710297697201,19.386563680618384,1.2692855193174468,2.9272740669074926,7.032079148403204,76.80931758971167,52.86800001525112
15.227525095137953,78.25988279064731,1.5963287414461749,20.157285072896897,1.3806039506114298,5.981935809394211,8.273088444519278,130.52357898822225,59.74919427529165
87.95585311974416,83.56607247910523,3.431603782665379,26.308067839010086,0.9582733438575988,6.406272315483872,4.12901320123727,143.10350943181567,87.75434287456176
64.1003510568888,33.636323962800404,3.7888466355346835,25.07931559650787,1.2547838581990305,8.0814283244651,6.900526885809067,80.05324097587308,71.03561692127965
73.7265320016441,52.275989927915035,3.778459707564921,19.06320076728418,1.0151720778160573,2.7848609045518273,3.1016945667043996,85.26663545684954,69.77708305592007
11.85260448662222,32.41248309977417,4.158221901286575,16.351096869113743,1.1072383637037846,18.288068608962494,4.411213314382021,100.81770972154203,57.33827983421173
97.29188669457949,72.99530967456633,3.687101228488482,18.428644089494362,0.9164313628975699,11.280151004986914,8.966708598913652,53.655926622966064,81.42991138147045
84.91983767203796,60.15108260462426,4.283430184943089,34.68762625237207,0.9679536911463494,14.076754273173963,9.504085332376448,141.27994089940336,102.14137231232488
29.110519961044854,67.64925100312408,2.497969799462674,24.370938995829444,1.0598886445244498,3.2091110641101617,7.2162917345799205,81.95999118016472,59.02096147677539
26.364247048639054,34.736522521715834,3.009628250254629,32.34691009404225,1.0709929026439924,2.9740784204656894,3.806083718684232,50.01844030992088,58.47486382910061
26.506405886809045,35.88093965393146,1.5422389898486721,31.975049333376866,1.3497926082310479,12.55641989672985,8.218572120749174,121.52782001026607,71.64282030729294
37.381801866358394,23.11229941324298,1.5208727619098736,25.230391149257475,1.2709064546332576,17.971328189075745,0.35608410908165977,56.298164693278224,63.68417632127238
